date,team,acquired,relinquished,notes,url,il_type,injury_type,injury_loc
2012-06-19,Cardinals,Jared Schumaker / Skip Schumaker,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11075,,,
2012-06-19,Cardinals,Jared Schumaker / Skip Schumaker,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11075,,,
2012-06-19,Cardinals,,Jared Schumaker / Skip Schumaker,called up from minor league rehab,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11050,,"['called', 'league']",['minor']
2012-06-19,Cardinals,,Jared Schumaker / Skip Schumaker,called up from minor league rehab,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11050,,"['called', 'league']",['minor']
2012-06-22,Blue Jays,Alan Farina,,activated from 60-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11100,,,
2012-06-22,Blue Jays,Alan Farina,,activated from 60-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11100,,,
2012-06-22,Blue Jays,Alan Farina,,activated from 60-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11100,,,
2012-06-24,Red Sox,Aaron Cook (Lane),,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11150,,,
2012-06-25,Reds,Robert Stubbs / Drew Stubbs,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11150,,,
2012-06-25,Reds,Robert Stubbs / Drew Stubbs,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11150,,,
2012-06-23,Mets,,Gredlis Francisco / Frank Francisco,strained left oblique (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11125,DTD,['strained'],['left oblique']
2012-06-23,Mets,,Gredlis Francisco / Frank Francisco,strained left oblique (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11125,DTD,['strained'],['left oblique']
2012-06-24,Mets,,Gredlis Francisco / Frank Francisco,placed on 15-day DL with strained left oblique,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11125,15-day DL,['strained'],['left oblique']
2012-06-24,Mets,,Gredlis Francisco / Frank Francisco,placed on 15-day DL with strained left oblique,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11125,15-day DL,['strained'],['left oblique']
2012-06-26,Tigers,Todd Smyly / Drew Smyly,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11175,,,
2012-06-26,Tigers,Todd Smyly / Drew Smyly,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11175,,,
2012-06-27,Yankees,,C.C. Sabathia,placed on 15-day DL with strained left abductor muscle in groin,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11175,15-day DL,['strained'],"['left abductor muscle', 'groin']"
2012-06-27,Reds,Joel Guzman,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11175,,,
2012-06-27,Reds,Joel Guzman,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11175,,,
2012-06-27,Reds,Joel Guzman,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11175,,,
2012-06-29,Astros,David Norris / Bud Norris,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11200,,,
2012-06-29,Astros,David Norris / Bud Norris,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11200,,,
2012-07-05,Dodgers,,Dee Strange-Gordon / Dee Gordon,placed on 15-day DL with torn ligament in right thumb,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11275,15-day DL,['torn ligament'],['right thumb']
2012-07-05,Dodgers,,Dee Strange-Gordon / Dee Gordon,placed on 15-day DL with torn ligament in right thumb,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11275,15-day DL,['torn ligament'],['right thumb']
2012-07-05,Dodgers,(Luis) Javier Guerra / Javy Guerra,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11275,,,
2012-07-06,Giants,,Santiago Casilla,blister on right hand (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11275,DTD,['blister'],['right hand']
2012-07-06,Giants,,Santiago Casilla,blister on right hand (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11275,DTD,['blister'],['right hand']
2012-07-06,Giants,,Santiago Casilla,blister on right hand (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11275,DTD,['blister'],['right hand']
2012-07-06,Marlins,Giancarlo Stanton / Mike Stanton (c),,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11275,,,
2012-07-06,Marlins,Giancarlo Stanton / Mike Stanton (c),,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11275,,,
2012-07-03,Dodgers,,Justin Coffey / Todd Coffey,placed on 15-day DL with sore right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11250,15-day DL,['sore'],['right elbow']
2012-07-03,Dodgers,,Justin Coffey / Todd Coffey,placed on 15-day DL with sore right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11250,15-day DL,['sore'],['right elbow']
2012-07-03,Marlins,,Giancarlo Stanton / Mike Stanton (c),sore right knee (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11250,DTD,['sore'],['right knee']
2012-07-03,Marlins,,Giancarlo Stanton / Mike Stanton (c),sore right knee (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11250,DTD,['sore'],['right knee']
2012-07-06,Red Sox,,Rich Hill (Joseph),transferred to 60-day DL with strained left elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11300,60-day DL,['strained'],['left elbow']
2012-07-12,Rockies,,Jorge De La Rosa,transferred to 60-day DL recovering from ligament replacement (Tommy John) surgery on left elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11325,60-day DL,['Tommy John'],['left elbow']
2012-07-12,Rockies,,Jorge De La Rosa,transferred to 60-day DL recovering from ligament replacement (Tommy John) surgery on left elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11325,60-day DL,['Tommy John'],['left elbow']
2012-07-12,Rockies,,Jorge De La Rosa,transferred to 60-day DL recovering from ligament replacement (Tommy John) surgery on left elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11325,60-day DL,['Tommy John'],['left elbow']
2012-07-13,Giants,Santiago Casilla,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11325,,,
2012-07-13,Giants,Santiago Casilla,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11325,,,
2012-07-13,Giants,Santiago Casilla,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11325,,,
2012-07-13,Marlins,,Giancarlo Stanton / Mike Stanton (c),placed on 15-day DL with arthroscopic surgery on right knee,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11325,15-day DL,['arthroscopic surgery'],['right knee']
2012-07-13,Marlins,,Giancarlo Stanton / Mike Stanton (c),placed on 15-day DL with arthroscopic surgery on right knee,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11325,15-day DL,['arthroscopic surgery'],['right knee']
2012-07-14,Tigers,,Todd Smyly / Drew Smyly,placed on 15-day DL with strained right intercostal muscle,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11350,15-day DL,['strained'],['right intercostal muscle']
2012-07-14,Tigers,,Todd Smyly / Drew Smyly,placed on 15-day DL with strained right intercostal muscle,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11350,15-day DL,['strained'],['right intercostal muscle']
2012-07-17,Yankees,C.C. Sabathia,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11400,,,
2012-07-21,Pirates,,Juan Cruz (Carlos),placed on 15-day DL with right shoulder inflammation,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11450,15-day DL,['inflammation'],['right shoulder']
2012-07-22,Dodgers,A.J. Ellis,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11450,,,
2012-07-19,White Sox,,Kevin Youkilis,left hamstring injury (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11425,DTD,['injury'],['left hamstring']
2012-07-19,White Sox,,Kevin Youkilis,left hamstring injury (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11425,DTD,['injury'],['left hamstring']
2012-07-19,White Sox,,Kevin Youkilis,left hamstring injury (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11425,DTD,['injury'],['left hamstring']
2012-07-20,White Sox,Kevin Youkilis,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11425,,,
2012-07-20,White Sox,Kevin Youkilis,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11425,,,
2012-07-20,White Sox,Kevin Youkilis,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11425,,,
2012-07-21,Dodgers,,A.J. Ellis,sore left knee (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11425,DTD,['sore'],['left knee']
2012-07-23,Marlins,,Juan Carlos Oviedo / Leo Nunez,placed on 15-day DL with sprained right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11475,15-day DL,['sprained'],['right elbow']
2012-07-23,Marlins,,Juan Carlos Oviedo / Leo Nunez,placed on 15-day DL with sprained right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11475,15-day DL,['sprained'],['right elbow']
2012-07-24,Dodgers,,A.J. Ellis,sore left knee (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11475,DTD,['sore'],['left knee']
2012-07-24,White Sox,,A.J. Pierzynski,strained right oblique muscle (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11475,DTD,['strained'],['right oblique muscle']
2012-07-25,Blue Jays,,Jonathan Arencibia / J.P. Arencibia,placed on 15-day DL with fractured right hand,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11500,15-day DL,['fractured'],['right hand']
2012-07-25,Blue Jays,,Jonathan Arencibia / J.P. Arencibia,placed on 15-day DL with fractured right hand,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11500,15-day DL,['fractured'],['right hand']
2012-07-25,Blue Jays,,Jonathan Arencibia / J.P. Arencibia,placed on 15-day DL with fractured right hand,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11500,15-day DL,['fractured'],['right hand']
2012-07-25,Dodgers,,Justin Coffey / Todd Coffey,transferred to 60-day DL with sore right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11500,60-day DL,['sore'],['right elbow']
2012-07-25,Dodgers,,Justin Coffey / Todd Coffey,transferred to 60-day DL with sore right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11500,60-day DL,['sore'],['right elbow']
2012-07-25,Dodgers,A.J. Ellis,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11500,,,
2012-07-28,Twins,,P.J. Walters,transferred to 60-day DL with right shoulder inflammation,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11525,60-day DL,['inflammation'],['right shoulder']
2012-07-29,Tigers,Todd Smyly / Drew Smyly,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11550,,,
2012-07-29,Tigers,Todd Smyly / Drew Smyly,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11550,,,
2012-07-30,White Sox,A.J. Pierzynski,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11550,,,
2012-08-01,Astros,,Julio Martinez / J.D. Martinez,sore right elbow (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11575,DTD,['sore'],['right elbow']
2012-08-01,Astros,,Julio Martinez / J.D. Martinez,sore right elbow (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11575,DTD,['sore'],['right elbow']
2012-08-01,Astros,,Julio Martinez / J.D. Martinez,sore right elbow (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11575,DTD,['sore'],['right elbow']
2012-08-01,Phillies,,Carlos Ruiz (a),left foot injury (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11600,DTD,['injury'],['left foot']
2012-08-02,Phillies,Carlos Ruiz (a),,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11625,,,
2012-08-03,Astros,Julio Martinez / J.D. Martinez,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11625,,,
2012-08-03,Astros,Julio Martinez / J.D. Martinez,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11625,,,
2012-08-03,Astros,Julio Martinez / J.D. Martinez,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11625,,,
2012-08-03,Mets,Gredlis Francisco / Frank Francisco,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11650,,,
2012-08-03,Mets,Gredlis Francisco / Frank Francisco,,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11650,,,
2012-08-04,Phillies,,Carlos Ruiz (a),placed on 15-day DL with plantar fasciitis in left foot,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11650,15-day DL,['plantar fasciitis'],['left foot']
2012-08-05,Athletics,,A.J. Griffin,placed on 15-day DL with strained right shoudler,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11650,15-day DL,['strained'],['right shoudler']
2012-08-07,White Sox,,Kevin Youkilis,sore right knee (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11700,DTD,['sore'],['right knee']
2012-08-07,White Sox,,Kevin Youkilis,sore right knee (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11700,DTD,['sore'],['right knee']
2012-08-07,White Sox,,Kevin Youkilis,sore right knee (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11700,DTD,['sore'],['right knee']
2012-08-07,Marlins,Giancarlo Stanton / Mike Stanton (c),,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11700,,,
2012-08-07,Marlins,Giancarlo Stanton / Mike Stanton (c),,activated from 15-day DL,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11700,,,
2012-08-08,Giants,,Santiago Casilla,blister on right hand (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11700,DTD,['blister'],['right hand']
2012-08-08,Giants,,Santiago Casilla,blister on right hand (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11700,DTD,['blister'],['right hand']
2012-08-08,Giants,,Santiago Casilla,blister on right hand (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11700,DTD,['blister'],['right hand']
2012-08-08,White Sox,Kevin Youkilis,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11725,,,
2012-08-08,White Sox,Kevin Youkilis,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11725,,,
2012-08-08,White Sox,Kevin Youkilis,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11725,,,
2012-08-09,Cardinals,,Jared Schumaker / Skip Schumaker,sore left wrist (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11725,DTD,['sore'],['left wrist']
2012-08-09,Cardinals,,Jared Schumaker / Skip Schumaker,sore left wrist (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11725,DTD,['sore'],['left wrist']
2012-08-09,Giants,Santiago Casilla,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11725,,,
2012-08-09,Giants,Santiago Casilla,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11725,,,
2012-08-09,Giants,Santiago Casilla,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11725,,,
2012-08-11,Yankees,,C.C. Sabathia,placed on 15-day DL with sore left elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11750,15-day DL,['sore'],['left elbow']
2012-08-12,Cardinals,Jared Schumaker / Skip Schumaker,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=11775,,,
