date,team,acquired,relinquished,notes,url,il_type,injury_type,injury_loc
2008-04-02,Mariners,,J.J. Putz,placed on 15-day DL with right torso inflammation,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=150,15-day DL,['inflammation'],['right torso']
2008-04-02,Red Sox,J.D. Drew,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=150,,,
2008-04-03,Tigers,,(Jose) Miguel Cabrera,quadricep injury (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=150,DTD,['injury'],['quadricep']
2008-04-04,Brewers,,Tony Gwynn Jr. / Anthony Gwynn,left hamstring injury (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=150,DTD,['injury'],['left hamstring']
2008-04-04,Brewers,,Tony Gwynn Jr. / Anthony Gwynn,left hamstring injury (DTD),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=150,DTD,['injury'],['left hamstring']
2008-04-04,Tigers,(Jose) Miguel Cabrera,,returned to lineup,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=150,,,
2008-03-20,Brewers,,Randy Choate,placed on 15-day DL with fractured left hand,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['fractured'],['left hand']
2008-03-20,Brewers,,Randy Choate,placed on 15-day DL with fractured left hand,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['fractured'],['left hand']
2008-03-20,Brewers,,Randy Choate,placed on 15-day DL with fractured left hand,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['fractured'],['left hand']
2008-03-20,Nationals,,Ryan Wagner,placed on 15-day DL recovering from surgery on right shoulder to repair torn labrum,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['surgery'],['right shoulder']
2008-03-20,Nationals,,Ryan Wagner,placed on 15-day DL recovering from surgery on right shoulder to repair torn labrum,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['surgery'],['right shoulder']
2008-03-20,Nationals,,Ryan Wagner,placed on 15-day DL recovering from surgery on right shoulder to repair torn labrum,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['surgery'],['right shoulder']
2008-03-20,Nationals,,Shawn Hill (Richard),placed on 15-day DL with sore right forearm,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['sore'],['right forearm']
2008-03-20,Nationals,,Wily Mo Pena,placed on 15-day DL with strained left oblique,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['strained'],['left oblique']
2008-03-20,Nationals,,Wily Mo Pena,placed on 15-day DL with strained left oblique,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['strained'],['left oblique']
2008-03-20,Nationals,,Wily Mo Pena,placed on 15-day DL with strained left oblique,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['strained'],['left oblique']
2008-03-22,Phillies,,Francisco Rosario / Francisco Del Rosario,placed on 15-day DL with strained right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['strained'],['right shoulder']
2008-03-22,Phillies,,Francisco Rosario / Francisco Del Rosario,placed on 15-day DL with strained right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['strained'],['right shoulder']
2008-03-22,Phillies,,Francisco Rosario / Francisco Del Rosario,placed on 15-day DL with strained right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['strained'],['right shoulder']
2008-03-22,Phillies,,Francisco Rosario / Francisco Del Rosario,placed on 15-day DL with strained right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['strained'],['right shoulder']
2008-03-22,Phillies,,Francisco Rosario / Francisco Del Rosario,placed on 15-day DL with strained right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['strained'],['right shoulder']
2008-03-22,Phillies,,Scott Mathieson,placed on 15-day DL recovering from surgery on right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['surgery'],['right elbow']
2008-03-22,Phillies,,Scott Mathieson,placed on 15-day DL recovering from surgery on right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['surgery'],['right elbow']
2008-03-22,Phillies,,Scott Mathieson,placed on 15-day DL recovering from surgery on right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['surgery'],['right elbow']
2008-03-23,Mets,,Ambiorix Burgos,"placed on 15-day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow",https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['Tommy John'],['right elbow']
2008-03-23,Mets,,Ambiorix Burgos,"placed on 15-day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow",https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['Tommy John'],['right elbow']
2008-03-23,Mets,,Ambiorix Burgos,"placed on 15-day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow",https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['Tommy John'],['right elbow']
2008-03-24,Marlins,,Harvey Garcia,placed on 15-day DL with right shoulder tendinitis,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['tendinitis'],['right shoulder']
2008-03-24,Marlins,,Harvey Garcia,placed on 15-day DL with right shoulder tendinitis,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['tendinitis'],['right shoulder']
2008-03-24,Marlins,,Harvey Garcia,placed on 15-day DL with right shoulder tendinitis,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['tendinitis'],['right shoulder']
2008-03-24,Marlins,,Henry Owens (Jay),placed on 15-day DL recovering from surgery on right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['surgery'],['right shoulder']
2008-03-24,Marlins,,Henry Owens (Jay),placed on 15-day DL recovering from surgery on right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['surgery'],['right shoulder']
2008-03-24,Marlins,,Henry Owens (Jay),placed on 15-day DL recovering from surgery on right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=25,15-day DL,['surgery'],['right shoulder']
2008-03-26,Padres,,Jose Guevara / (Jose) Carlos Guevara,placed on 15-day DL with strained right groin,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=75,15-day DL,['strained'],['right groin']
2008-03-26,Padres,,Jose Guevara / (Jose) Carlos Guevara,placed on 15-day DL with strained right groin,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=75,15-day DL,['strained'],['right groin']
2008-03-26,Padres,,Jose Guevara / (Jose) Carlos Guevara,placed on 15-day DL with strained right groin,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=75,15-day DL,['strained'],['right groin']
2008-03-26,Padres,,Mark Prior,placed on 60-day DL with strained right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=75,60-day DL,['strained'],['right shoulder']
2008-03-26,Padres,,Mark Prior,placed on 60-day DL with strained right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=75,60-day DL,['strained'],['right shoulder']
2008-03-26,Padres,,Mark Prior,placed on 60-day DL with strained right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=75,60-day DL,['strained'],['right shoulder']
2008-03-29,Marlins,,Henry Owens (Jay),transferred to 60-day DL recovering from surgery on right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=75,60-day DL,['surgery'],['right shoulder']
2008-03-29,Marlins,,Henry Owens (Jay),transferred to 60-day DL recovering from surgery on right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=75,60-day DL,['surgery'],['right shoulder']
2008-03-29,Marlins,,Henry Owens (Jay),transferred to 60-day DL recovering from surgery on right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=75,60-day DL,['surgery'],['right shoulder']
2008-02-01,Rangers,,John Rheinecker,surgery on left forearm (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,,['surgery'],['left forearm']
2008-02-01,Rangers,,John Rheinecker,surgery on left forearm (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,,['surgery'],['left forearm']
2008-02-01,Rangers,,John Rheinecker,surgery on left forearm (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,,['surgery'],['left forearm']
2008-02-21,Reds,,Bobby Livingston,placed on 60-day DL recovering from surgery on left shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,60-day DL,['surgery'],['left shoulder']
2008-02-21,Reds,,Bobby Livingston,placed on 60-day DL recovering from surgery on left shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,60-day DL,['surgery'],['left shoulder']
2008-02-21,Reds,,Bobby Livingston,placed on 60-day DL recovering from surgery on left shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,60-day DL,['surgery'],['left shoulder']
2008-03-01,Orioles,,Troy Patton,surgery to repair labrum in right shoulder (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,,['surgery'],['right shoulder']
2008-03-01,Orioles,,Troy Patton,surgery to repair labrum in right shoulder (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,,['surgery'],['right shoulder']
2008-03-13,Red Sox,,Curt Schilling,placed on 60-day DL with degeneration in right biceps tendon,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,60-day DL,"['degeneration', 'tendon']",['right biceps']
2008-03-13,Red Sox,,Curt Schilling,placed on 60-day DL with degeneration in right biceps tendon,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,60-day DL,"['degeneration', 'tendon']",['right biceps']
2008-03-13,Red Sox,,Curt Schilling,placed on 60-day DL with degeneration in right biceps tendon,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,60-day DL,"['degeneration', 'tendon']",['right biceps']
2008-03-15,Yankees,,Andrew Brackman,ligament replacement surgery (Tommy John surgery) on right elbow (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,,"['Tommy John', 'surgery']",['right elbow']
2008-03-15,Yankees,,Andrew Brackman,ligament replacement surgery (Tommy John surgery) on right elbow (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,,"['Tommy John', 'surgery']",['right elbow']
2008-03-15,Yankees,,Andrew Brackman,ligament replacement surgery (Tommy John surgery) on right elbow (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,,"['Tommy John', 'surgery']",['right elbow']
2008-03-15,Yankees,,Andrew Brackman,placed on 60-day DL recovering from ligament replacement surgery (Tommy John surgery) on right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,60-day DL,"['surgery', 'Tommy John', 'surgery']",['right elbow']
2008-03-15,Yankees,,Andrew Brackman,placed on 60-day DL recovering from ligament replacement surgery (Tommy John surgery) on right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,60-day DL,"['surgery', 'Tommy John', 'surgery']",['right elbow']
2008-03-15,Yankees,,Andrew Brackman,placed on 60-day DL recovering from ligament replacement surgery (Tommy John surgery) on right elbow,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,60-day DL,"['surgery', 'Tommy John', 'surgery']",['right elbow']
2008-03-18,Cardinals,,Juan Gonzalez,sore abdomen (DTD) (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,DTD,['sore abdomen'],[]
2008-03-18,Cardinals,,Juan Gonzalez,sore abdomen (DTD) (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,DTD,['sore abdomen'],[]
2008-03-18,Cardinals,,Juan Gonzalez,sore abdomen (DTD) (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,DTD,['sore abdomen'],[]
2008-03-18,Mets,,Orlando Hernandez,foot injury (DTD) (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,DTD,['injury'],['foot']
2008-03-18,Mets,,Orlando Hernandez,foot injury (DTD) (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,DTD,['injury'],['foot']
2008-03-18,Mets,,Orlando Hernandez,foot injury (DTD) (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,DTD,['injury'],['foot']
2008-03-18,Nationals,,Shawn Hill (Richard),sore right forearm (DTD) (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,DTD,['sore'],['right forearm']
2008-03-18,Reds,,David Ross (Wade),back spasms (DTD) (date approximate),https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=0,DTD,[],"['back', 'spasms']"
2008-03-29,Orioles,,Chris Ray (Thomas),"placed on 15-day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow",https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['Tommy John'],['right elbow']
2008-03-29,Orioles,,Jim Hoey,placed on 15-day DL with tenderness in right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['tenderness'],['right shoulder']
2008-03-29,Orioles,,Jim Hoey,placed on 15-day DL with tenderness in right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['tenderness'],['right shoulder']
2008-03-29,Orioles,,Jim Hoey,placed on 15-day DL with tenderness in right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['tenderness'],['right shoulder']
2008-03-29,Orioles,,Troy Patton,placed on 15-day DL recovering from surgery to repair labrum in right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['surgery'],['right shoulder']
2008-03-29,Orioles,,Troy Patton,placed on 15-day DL recovering from surgery to repair labrum in right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['surgery'],['right shoulder']
2008-03-29,Rays,,Chad Orvella,placed on 15-day DL with right shoulder tendinitis,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['tendinitis'],['right shoulder']
2008-03-29,Rays,,Chad Orvella,placed on 15-day DL with right shoulder tendinitis,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['tendinitis'],['right shoulder']
2008-03-29,Rays,,Chad Orvella,placed on 15-day DL with right shoulder tendinitis,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['tendinitis'],['right shoulder']
2008-03-29,Royals,,Luke Hudson,placed on 15-day DL recovering from surgery on right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['surgery'],['right shoulder']
2008-03-29,Royals,,Luke Hudson,placed on 15-day DL recovering from surgery on right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['surgery'],['right shoulder']
2008-03-29,Royals,,Luke Hudson,placed on 15-day DL recovering from surgery on right shoulder,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['surgery'],['right shoulder']
2008-03-30,Blue Jays,,B.J. Ryan,"placed on 15-day DL recovering from ligament replacement (""Tommy John"") surgery on elbow",https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['Tommy John'],['elbow']
2008-03-30,Cardinals,,Juan Encarnacion,transferred to 60-day DL with fractured left orbital bone,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,60-day DL,"['fractured', 'bone']",['left orbital']
2008-03-30,Cardinals,,Juan Encarnacion,transferred to 60-day DL with fractured left orbital bone,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,60-day DL,"['fractured', 'bone']",['left orbital']
2008-03-30,Cardinals,,Juan Encarnacion,transferred to 60-day DL with fractured left orbital bone,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,60-day DL,"['fractured', 'bone']",['left orbital']
2008-03-30,Giants,,Noah Lowry,placed on 15-day DL with surgery on left forearm/wrist,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['surgery'],['left forearm']
2008-03-30,Giants,,Noah Lowry,placed on 15-day DL with surgery on left forearm/wrist,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['surgery'],['left forearm']
2008-03-30,Giants,,Noah Lowry,placed on 15-day DL with surgery on left forearm/wrist,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=100,15-day DL,['surgery'],['left forearm']
2008-03-30,Mariners,,Anderson Garcia (b. 1981-03-23),placed on 15-day DL with right shoulder tendinitis,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=125,15-day DL,['tendinitis'],['right shoulder']
2008-03-30,Mariners,,Anderson Garcia (b. 1981-03-23),placed on 15-day DL with right shoulder tendinitis,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=125,15-day DL,['tendinitis'],['right shoulder']
2008-03-30,Mariners,,Anderson Garcia (b. 1981-03-23),placed on 15-day DL with right shoulder tendinitis,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=125,15-day DL,['tendinitis'],['right shoulder']
2008-03-30,Mets,,Orlando Hernandez,placed on 15-day DL recovering from surgery on right foot,https://www.prosportstransactions.com/baseball/Search/SearchResults.php?Player=&Team=&BeginDate=2008-01-01&EndDate=&DLChkBx=yes&InjuriesChkBx=yes&submit=Search&start=125,15-day DL,['surgery'],['right foot']
